reporting_period,utility_type,service_provider,residential_accounts,total_arrears_thirty_days,residential_repayment_plan_accounts,residential_good_standing_repayment_plan_accounts,repayment_plan_balance,residential_accounts_disconnected_for_nonpayment,residential_accounts_reconnected,residential_accounts_reconnected_<24h,residential_accounts_disconnected_>7d,vulnerable_customer_accounts,past_due_accounts,thirty_days_balances_no_rp,total_arrears_thirty_days_no_rp,thirty_days_balances_rp,total_arrears_thirty_days_rp,sixty_days_balances_no_rp,total_arrears_sixty_days_no_rp,sixty_days_balances_rp,total_arrears_sixty_days_rp,notified_accounts,vulnerable_disconnections,residential_accounts_reconnected_24h_to_48h,residential_accounts_reconnected_>48h,multi_disconnections,avg_reconnection_time,thirty_days_balances,sixty_days_balances,long_term_arrears_ratio,sixty_days_arrears_rp_ratio,thirty_days_arrears_rp_ratio,rp_balance_per_account,account_disconnection_rate,>24h_disconnection_rate,total_arrears_sixty_days,thirty_day_arrear_account_ratio,sixty_day_arrear_account_ratio,rp_balance_per_all_account,average_arrears_thirty_days,average_arrears_sixty_days,average_thirty_day_arrear_balance,average_sixty_day_arrear_balance,total_arrears
2023-02-28,Electric,Total,3264291.0,101437779.96000001,108985.0,,79864252.11,10694.0,,583.0,,120.0,622879.0,311052.0,88002883.95,10999.0,13434896.01,200973.0,87158084.50999999,97116.0,47257899.72,117651.0,0.0,164.0,568.0,8959.0,3.88,322051.0,298089.0,0.9255956354738846,0.32579531616396445,0.03415297577091827,732.8004047345966,0.0032760559643732743,0.9454834486628015,134415984.23,0.09865878991793317,0.09131814534917383,24.466033239683593,31.07498074160668,41.17769654421128,314.9742741367051,450.9256773312668,235853764.19
2023-03-31,Electric,Dominion Energy,107036.0,7488795.45,4400.0,,2621251.04,11.0,,4.0,,0.0,17526.0,6317.0,5772620.63,2920.0,1716174.82,3411.0,4636201.83,1659.0,1152613.49,6446.0,0.0,1.0,6.0,1.0,8.18,9237.0,5070.0,0.548879506333225,0.3272189349112426,0.3161199523654866,595.7388727272728,0.00010276916177734595,0.6363636363636364,5788815.32,0.08629806793975858,0.04736724092828581,24.489433835345118,69.96520282895474,54.08288164729624,810.7389249756415,1141.7781696252466,13277610.77
2023-03-31,Electric,Duke Energy Carolinas,1855580.0,36675741.0,63001.0,,45344890.0,6243.0,,250.0,,69.0,344153.0,144489.0,31928336.0,2212.0,4747405.0,137220.0,50957751.0,60232.0,28387055.0,55185.0,,102.0,286.0,6783.0,1.19,146701.0,197452.0,1.3459485620411586,0.30504628973117515,0.015078288491557658,719.748734147077,0.0033644466959117905,0.9599551497677399,79344806.0,0.07905937766089309,0.10640985567854795,24.437043943133684,19.765109022515873,42.76011058536953,250.0033469437836,401.84351639892225,116020547.0
2023-03-31,Electric,Duke Energy Progress,1309530.0,29088050.0,42695.0,,34682046.0,3433.0,,164.0,,63.0,215568.0,89386.0,24954150.0,1909.0,4133900.0,83685.0,37254612.0,40588.0,21430696.0,31752.0,,44.0,176.0,3645.0,0.94,91295.0,124273.0,1.361224601566351,0.3266035261078432,0.02091023604797634,812.3210211968615,0.0026215512435759395,0.9522283716865715,58685308.0,0.0697158522523348,0.09489893320504303,26.484346292181165,22.212587722312584,44.81402335188961,318.6160249739854,472.2289475590032,87773358.0
2023-03-31,Electric,Total,3272146.0,73252586.44999999,110096.0,,82648187.03999999,9687.0,,418.0,,132.0,577247.0,240192.0,62655106.629999995,7041.0,10597479.82,224316.0,92848564.83,102479.0,50970364.489999995,93383.0,0.0,147.0,468.0,10429.0,10.309999999999999,247233.0,326795.0,1.321809790764178,0.3135880291926131,0.028479207872735435,750.6920055224531,0.0029604424741438797,0.9568493857747497,143818929.32,0.07555683640033177,0.09987176611312576,25.258098825663645,22.38671087720413,43.95247929646171,296.2896799779964,440.08913636989547,217071515.76999998
2023-04-30,Electric,Dominion Energy,107065.0,9655746.92,5369.0,,5274167.76,0.0,,0.0,,0.0,24355.0,9760.0,5900301.09,4899.0,3755445.83,4751.0,4289776.52,3541.0,2726521.56,716.0,0.0,0.0,0.0,0.0,0.0,14659.0,8292.0,0.5656593219182755,0.4270381090207429,0.3341974213793574,982.3370758055503,0.0,,7016298.08,0.13691682622705834,0.07744827908280016,49.26136234997431,90.18583963013123,65.53306944379582,658.6906965004434,846.1526869271587,16672045.0
2023-04-30,Electric,Duke Energy Carolinas,1857624.0,34666749.0,61791.0,,44549872.0,6015.0,,279.0,,,363947.0,162900.0,31093837.0,1917.0,3572912.0,139233.0,48783413.0,59897.0,28653753.0,61182.0,,123.0,286.0,7867.0,0.7,164817.0,199130.0,1.2081884757033559,0.30079345151408626,0.011631081745208322,720.9767118188734,0.003238007260888102,0.9536159600997506,77437166.0,0.08872462888076381,0.10719607412479598,23.982179386140576,18.661876138551182,41.686135622709436,210.33478949380222,388.87744689398886,112103915.0
2023-04-30,Electric,Duke Energy Progress,1311641.0,27259149.0,42616.0,,34638430.0,3680.0,,177.0,,,227078.0,101592.0,24103815.0,1697.0,3155334.0,82833.0,35367002.0,40956.0,22001497.0,34576.0,,83.0,183.0,4281.0,0.63,103289.0,123789.0,1.1984722477708178,0.3308533068366333,0.01642962948619892,812.8034071710156,0.002805645752153219,0.9519021739130434,57368499.0,0.07874791959080267,0.09437719619926489,26.408468475749082,20.782477064989582,43.73795802357505,263.911442651202,463.4377771853719,84627648.0
2023-04-30,Electric,Total,3276330.0,71581644.92,109776.0,,84462469.76,9695.0,,456.0,,0.0,615380.0,274252.0,61097953.09,8513.0,10483691.83,226817.0,88440191.52,104394.0,53381771.56,96474.0,0.0,206.0,469.0,12148.0,1.33,282765.0,331211.0,1.1713295492723639,0.3151888071350287,0.030106271992644068,769.4074274887043,0.002959103631197102,0.9529654461062403,141821963.07999998,0.08630540879581727,0.10109207558457176,25.77959783049937,21.848118144387165,43.286837125686354,253.14888660194862,428.19218890676933,213403608.0
2023-05-31,Electric,Dominion Energy,107059.0,11108671.120000001,5649.0,,5479317.98,0.0,,0.0,,0.0,27005.0,10484.0,6548256.09,5406.0,4560415.03,6590.0,5065440.96,4869.0,3601613.44,0.0,0.0,0.0,0.0,0.0,0.0,15890.0,11459.0,0.7211453744493392,0.42490618727637663,0.34021397105097545,969.9624676933971,0.0,,8667054.4,0.1484228322700567,0.1070344389542215,51.1803583071017,103.76214162284349,80.9558691936222,699.098245437382,756.3534688890828,19775725.520000003
2023-05-31,Electric,Duke Energy Carolinas,1861497.0,38446668.0,58546.0,,40359574.0,7023.0,,308.0,,,390170.0,201508.0,34849015.0,2127.0,3597653.0,129239.0,43138501.0,57296.0,25218561.0,68020.0,,119.0,381.0,8512.0,0.48,203635.0,186535.0,0.9160262233898888,0.3071595143002654,0.010445159230976993,689.3651829330782,0.003772769980290057,0.9561440979638332,68357062.0,0.10939313896288846,0.10020698394894002,21.681245793036464,20.65362877297143,36.721553674273984,188.80186608392466,366.45702951188787,106803730.0
2023-05-31,Electric,Duke Energy Progress,1314643.0,30850810.0,40115.0,,31312351.0,4031.0,,188.0,,,250799.0,129871.0,27586063.0,1829.0,3264747.0,79923.0,33133667.0,39176.0,20024312.0,39470.0,,66.0,223.0,4795.0,0.84,131700.0,119099.0,0.9043204252088078,0.3289364310363647,0.013887623386484435,780.5646516265735,0.0030662316689778137,0.9533614487720169,53157979.0,0.1001792882174096,0.09059417651788357,23.81813998172888,23.467062921264557,40.43529612221721,234.25064540622628,446.3343856791409,84008789.0
2023-05-31,Electric,Total,3283199.0,80406149.12,104310.0,,77151242.98,11054.0,,496.0,,0.0,667974.0,341863.0,68983334.09,9362.0,11422815.030000001,215752.0,81337608.96000001,101341.0,48844486.44,107490.0,0.0,185.0,604.0,13307.0,1.3199999999999998,351225.0,317093.0,0.902820129546587,0.31959393616383835,0.026655277955726385,739.6341959543669,0.0033668382574434264,0.9551293649357698,130182095.4,0.106976458021582,0.09658049968947968,23.498801924586356,24.490184457293026,39.65099142634973,228.93059753719126,410.548625797479,210588244.52
2023-06-30,Electric,Dominion Energy,107427.0,12369362.79,5641.0,,5469893.21,0.0,,0.0,,0.0,25052.0,11975.0,7664768.19,5415.0,4704594.6,7491.0,5759846.06,5269.0,4273395.82,0.0,0.0,0.0,0.0,0.0,0.0,17390.0,12760.0,0.7337550316273721,0.41293103448275864,0.31138585393904544,969.6672948058855,0.0,,10033241.879999999,0.16187736788703025,0.11877833319370364,50.91730393662673,115.1420293780893,93.39590494009884,711.2917073030477,786.3042225705328,22402604.669999998
2023-06-30,Electric,Duke Energy Carolinas,1864522.0,23969160.0,58891.0,,38201312.0,7363.0,,351.0,,,337904.0,134189.0,20871035.0,1793.0,3098125.0,145861.0,43935333.0,56061.0,22957528.0,66469.0,,150.0,366.0,8715.0,0.38,135982.0,201922.0,1.4849171213837125,0.2776369093016115,0.01318556867820741,648.6782700242821,0.003949001406258547,0.9523292136357463,66892861.0,0.07293129284610211,0.1082969254318265,20.488528427125022,12.85539135499608,35.87668099384185,176.26715300554486,331.2806974970533,90862021.0
2023-06-30,Electric,Duke Energy Progress,1317801.0,18301643.0,40850.0,,30597761.0,4329.0,,219.0,,,212119.0,81172.0,15627690.0,1680.0,2673953.0,90509.0,33603884.0,38758.0,18884088.0,40955.0,,85.0,235.0,4914.0,0.58,82852.0,129267.0,1.5602158064983345,0.2998290360262093,0.02027712064886786,749.0271970624235,0.0032850179958886054,0.9494109494109494,52487972.0,0.0628714047113335,0.09809295940737638,23.218802383667942,13.88801723477217,39.82996825772632,220.89560903780236,406.0430891101364,70789615.0
2023-06-30,Electric,Total,3289750.0,54640165.79,105382.0,,74268966.21,11692.0,,570.0,,0.0,575075.0,227336.0,44163493.19,8888.0,10476672.6,243861.0,83299063.06,100088.0,46115011.82,107424.0,0.0,235.0,601.0,13629.0,0.96,236224.0,343949.0,1.4560290232999187,0.290996630314378,0.037625304795448386,704.7595055132755,0.003554069458165514,0.9512487170715018,129414074.88,0.07180606429059959,0.1045517136560529,22.575869354814195,16.60921522608101,39.338574323276845,231.3065809993904,376.25948870326704,184054240.67
2023-07-31,Electric,Dominion Energy,107635.0,11957205.899999999,6166.0,,5930700.52,0.0,,0.0,,0.0,25037.0,10666.0,7179243.39,5665.0,4777962.51,7829.0,6116032.64,5558.0,4482140.22,0.0,0.0,0.0,0.0,0.0,0.0,16331.0,13387.0,0.8197293490906864,0.41517890490774634,0.34688628987814585,961.8392020759001,0.0,,10598172.86,0.1517257397686626,0.12437404190086868,55.10011167371208,111.0903135597157,98.4640020439448,732.1784275304634,791.6764667214461,22555378.759999998
2023-07-31,Electric,Duke Energy Carolinas,1867729.0,29868362.0,55604.0,,33777697.0,7679.0,,391.0,,,344911.0,156000.0,26877986.0,2169.0,2990376.0,133782.0,38638453.0,52960.0,20136089.0,77887.0,,146.0,394.0,9227.0,0.44,158169.0,186742.0,1.1806485468075287,0.28359983292456975,0.013713180205982209,607.4688331774693,0.004111410167106684,0.9490819117072535,58774542.0,0.08468519790612021,0.0999834558439688,18.08490257419572,15.991807162602283,31.468452864414484,188.83828057331084,314.7365991581969,88642904.0
2023-07-31,Electric,Duke Energy Progress,1320776.0,24591076.0,39539.0,,28413864.0,5249.0,,266.0,,,215795.0,100632.0,21734454.0,2288.0,2856622.0,75800.0,28171555.0,37075.0,16542146.0,43021.0,,127.0,330.0,5427.0,0.85,102920.0,112875.0,1.096725612125923,0.3284606866002215,0.022230858919549165,718.6287968840892,0.003974178816089935,0.949323680701086,44713701.0,0.07792388716936104,0.08546112285504885,21.513007504679067,18.618657516490305,33.85411379370915,238.93389040031093,396.1346710963455,69304777.0
2023-07-31,Electric,Total,3296140.0,66416643.9,101309.0,,68122261.52,12928.0,,657.0,,0.0,585743.0,267298.0,55791683.39,10122.0,10624960.51,217411.0,72926040.64,95593.0,41160375.22,120908.0,0.0,273.0,724.0,14654.0,1.29,277420.0,313004.0,1.1282676086799799,0.30540504274705754,0.03648619421815298,672.42062916424,0.0039221635003367575,0.9491800742574258,114086415.86,0.08416511434587123,0.0949607722972932,20.667284010994678,20.149824916417383,34.61212686961112,239.40827589935836,364.488683403407,180503059.76
2023-08-31,Electric,Dominion Energy,108140.0,11567270.629999999,6526.0,,6078441.79,0.0,,0.0,,0.0,25121.0,9461.0,6942186.34,6104.0,4625084.29,6496.0,5833651.68,5849.0,4142179.47,3481.0,0.0,0.0,0.0,0.0,0.0,15565.0,12345.0,0.7931256023128814,0.4737950587282301,0.39216190170253773,931.4192139135764,0.0,,9975831.15,0.14393378953208805,0.11415757351581284,56.209004901054186,106.96569844645829,92.24922461623821,743.1590510761323,808.0867679222357,21543101.78
2023-08-31,Electric,Duke Energy Carolinas,1871419.0,44899289.0,56527.0,,32269030.0,6665.0,,328.0,,,385228.0,189468.0,39705436.0,4022.0,5193853.0,141137.0,39301094.0,50601.0,17559216.0,63172.0,,143.0,338.0,9039.0,1.47,193490.0,191738.0,0.9909452684893276,0.2639069980911452,0.020786603958860922,570.8604737559043,0.0035614685968241213,0.950787696924231,56860310.0,0.1033921318528881,0.10245594385864416,17.243081319576216,23.992109196283675,30.38352715239078,232.0496614812135,296.5521179943465,101759599.0
2023-08-31,Electric,Duke Energy Progress,1323380.0,37465641.0,40821.0,,27814757.0,3397.0,,164.0,,,246445.0,119625.0,33198847.0,4071.0,4266794.0,87542.0,30526234.0,35207.0,15203832.0,33081.0,,61.0,210.0,5122.0,0.8,123696.0,122749.0,0.9923441340059501,0.28682107389876904,0.032911331005044626,681.3835280860342,0.0025669119980655593,0.9517221077421254,45730066.0,0.09346975169641372,0.09275415980292886,21.01796687270474,28.31056914869501,34.555506354939624,302.88482246798606,372.5493975511002,83195707.0
2023-08-31,Electric,Total,3302939.0,93932200.63,103874.0,,66162228.79,10062.0,,492.0,,0.0,656794.0,318554.0,79846469.34,14197.0,14085731.29,235175.0,75660979.68,91657.0,36905227.47,99734.0,0.0,204.0,548.0,14161.0,2.27,332751.0,326832.0,0.9822119242316326,0.280440715719391,0.04266553669260197,636.9469625700368,0.003046377786571293,0.951103160405486,112566207.15,0.10074391322394995,0.0989518728623205,20.031320224200325,28.438975297454782,34.0806194573984,282.28976210439635,344.4161133242767,206498407.78
2023-09-30,Electric,Dominion Energy,107225.0,9847059.17,2276.0,,1692191.18,0.0,,0.0,,0.0,24948.0,9919.0,9205023.17,1730.0,642036.0,8248.0,8179577.3,1548.0,581378.24,5889.0,0.0,0.0,0.0,0.0,0.0,11649.0,9796.0,0.8409305519787106,0.15802368313597387,0.14851060176839215,743.4934885764499,0.0,,8760955.54,0.10864070878992772,0.09135929121007227,15.781685054791327,91.8354783865703,81.70627689438096,845.313689587089,894.3400918742343,18608014.71
2023-09-30,Electric,Duke Energy Carolinas,1874698.0,41632680.0,57632.0,,31362533.0,5827.0,,300.0,,,372712.0,160487.0,37534844.0,3035.0,4097836.0,157666.0,42550629.0,51524.0,17336357.0,68310.0,,103.0,289.0,9058.0,0.71,163522.0,209190.0,1.279277406098262,0.246302404512644,0.018560193735399518,544.1860945308163,0.003108233966217492,0.9485155311481036,59886986.0,0.0872257824993679,0.11158597278068254,16.72937881194731,22.20767291585098,31.944871120575154,254.5998703538362,286.28034800898706,101519666.0
2023-09-30,Electric,Duke Energy Progress,1325785.0,35011614.0,40733.0,,26787934.0,3461.0,,181.0,,,239023.0,96814.0,30848567.0,2883.0,4163047.0,104094.0,36768109.0,35232.0,14406595.0,37702.0,,82.0,207.0,5139.0,0.79,99697.0,139326.0,1.397494408056411,0.2528745532061496,0.028917620389781035,657.6469692878011,0.0026105288564887974,0.9477029760184917,51174704.0,0.07519846732313308,0.10508943757849123,20.205337969580288,26.408214001516082,38.59954970074333,351.1802160546456,367.3018962720526,86186318.0
2023-09-30,Electric,Total,3307708.0,86491353.17,100641.0,,59842658.18,9288.0,,481.0,,0.0,636683.0,267220.0,77588434.17,7648.0,8902919.0,270008.0,87498315.3,88304.0,32324330.24,111901.0,0.0,185.0,496.0,14197.0,1.5,274868.0,358312.0,1.303578444926292,0.24644443948290876,0.02782426473798332,594.6150990153119,0.0028079866783887815,0.9482127476313523,119822645.53999999,0.0830992336687519,0.10832636980047816,18.091880595264154,26.14842457979967,36.22527911774558,314.66505075163354,334.4086872334725,206313998.70999998
2023-10-31,Electric,Dominion Energy,107494.0,7936928.53,3503.0,,3218196.32,0.0,,0.0,,0.0,27778.0,6319.0,7302752.44,1394.0,634176.09,5445.0,6630074.64,1211.0,561917.62,8555.0,0.0,0.0,0.0,0.0,0.0,7713.0,6656.0,0.862958641255024,0.18194110576923078,0.1807338260080384,918.6972081073366,0.0,,7191992.26,0.07175284201908944,0.061919735054979816,29.938380932889277,73.83601438219807,66.90598786909037,1029.0326111759368,1080.527683293269,15128920.79
2023-10-31,Electric,Duke Energy Carolinas,1879557.0,53018430.0,55614.0,,30081822.0,7521.0,,369.0,,,407321.0,204766.0,48011838.0,2946.0,5006592.0,148534.0,41777603.0,51075.0,17087363.0,88285.0,,157.0,461.0,9486.0,0.67,207712.0,199609.0,0.96098925435218,0.2558752360865492,0.01418309967647512,540.9037652389686,0.004001474815608146,0.9509373753490228,58864966.0,0.11051114704156352,0.10620002479307625,16.00474047874047,28.207939424023852,31.318531973225607,255.24972076721613,294.9013621630287,111883396.0
2023-10-31,Electric,Duke Energy Progress,1329775.0,35965676.0,38273.0,,25241861.0,3937.0,,209.0,,,238979.0,102886.0,31918732.0,2486.0,4046944.0,98621.0,35190746.0,34986.0,14662655.0,55061.0,,73.0,238.0,5312.0,0.74,105372.0,133607.0,1.26795543408116,0.2618575374044773,0.023592605246175454,659.5213597052752,0.0029606512379913895,0.9469138938277877,49853401.0,0.07924047301235171,0.10047338835517287,18.982054106897785,27.04643717922205,37.49010246094264,341.3209960900429,373.1346486336794,85819077.0
2023-10-31,Electric,Total,3316826.0,96921034.53,97390.0,,58541879.32,11458.0,,578.0,,0.0,674078.0,313971.0,87233322.44,6826.0,9687712.09,252600.0,83598423.64,87272.0,32311935.619999997,151901.0,0.0,230.0,699.0,14798.0,1.4100000000000001,320797.0,339872.0,1.0594612792513645,0.2567790226908954,0.021278253849007316,601.1077042817537,0.003454507411603744,0.9495548961424333,115910359.25999999,0.0967180672124495,0.1024690472156212,17.649969977321692,29.221018687745453,34.94616819212102,302.12575095777083,341.0412133391394,212831393.79
2023-11-23,Electric,Dominion Energy,108176.0,6670702.41,3360.0,,2954354.68,0.0,,0.0,,0.0,26130.0,4769.0,6266066.49,927.0,404635.92,4142.0,5742223.0,812.0,358288.68,3553.0,0.0,0.0,0.0,0.0,0.0,5696.0,4954.0,0.8697331460674157,0.16390795316915624,0.16274578651685392,879.2722261904762,0.0,,6100511.68,0.05265493270226298,0.04579574027510723,27.31062971453927,61.66527150199675,56.394317408667355,1171.1205073735955,1231.4315058538555,12771214.09
2023-11-23,Electric,Duke Energy Carolinas,1883694.0,35415558.0,60131.0,,32809828.0,6830.0,,365.0,,18.0,385720.0,164926.0,31346478.0,2021.0,4069080.0,163469.0,44719554.0,55304.0,19927153.0,152204.0,,137.0,315.0,9768.0,0.43,166947.0,218773.0,1.3104338502638562,0.2527917064720052,0.012105638316351896,545.6391545126473,0.00362585430542328,0.9465592972181552,64646707.0,0.08862745222950225,0.1161404134641826,17.417812022547185,18.801120564168066,34.31911287077413,212.1365343492246,295.49673405767624,100062265.0
2023-11-23,Electric,Duke Energy Progress,1333007.0,28737079.0,40971.0,,27502620.0,4982.0,,334.0,,21.0,247713.0,111455.0,25653354.0,1409.0,3083725.0,97244.0,33929537.0,37605.0,16650650.0,77447.0,,103.0,232.0,5618.0,0.8,112864.0,134849.0,1.1947919620073717,0.2788674739894252,0.012484051601927984,671.2704107783554,0.0037374147322557197,0.9329586511441188,50580187.0,0.08466872266987345,0.10116150927939613,20.6320146855943,21.558085591448506,37.944427148544605,254.61687517720443,375.08759427211174,79317266.0
2023-11-23,Electric,Total,3324877.0,70823339.41,104462.0,,63266802.68,11812.0,,699.0,,39.0,659563.0,281150.0,63265898.49,4357.0,7557440.92,264855.0,84391314.0,93721.0,36936091.68,233204.0,0.0,240.0,547.0,15386.0,1.23,285507.0,358576.0,1.2559271751655827,0.2613699745660613,0.015260571544655648,605.6441833393961,0.0035526126229631955,0.9408228919742635,121327405.68,0.08586994345956256,0.10784639552079671,19.028313733109524,21.30104043247314,36.49079520234884,248.06165666691183,338.3589690330641,192150745.09
